,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1121,Single,1,3,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,6,6,0,0,0,1,0,0,20,0,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
1122,Single,13,1,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,9,1,0,0,1,0,0,21,0,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate
1123,Single,15,1,Agronomy,1,14,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,0,0,1,1,0,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,Graduate
1124,Single,1,1,Journalism and Communication,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,1,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1125,Single,1,2,Advertising and Marketing Management,1,1,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,Graduate
1126,Single,12,1,Nursing,1,3,1,Higher Education—degree,Basic education 1st cycle (4th/5th year) or equivalent,3,11,0,0,0,1,0,0,28,0,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,Graduate
1127,Single,1,1,Social Service,1,1,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate
1128,Single,1,1,Management,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,7,0,0,0,1,0,1,18,0,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate
1129,Facto union,8,5,Nursing,1,1,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,9,1,0,0,1,0,1,18,0,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,Graduate
1130,Single,1,3,Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,8,8,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
1131,Single,13,1,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,10,4,1,0,0,1,0,0,22,0,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,Graduate
1133,Single,1,1,Nursing,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,10,6,0,0,0,1,0,1,18,0,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate
1134,Single,8,1,Tourism,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,7,0,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1135,Single,15,1,Animation and Multimedia Design,1,14,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,7,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,Dropout
1136,Single,1,3,Communication Design,1,1,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
1137,Single,1,1,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,10,1,0,0,1,0,1,21,0,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,10.8,1.4,1.74,Dropout
1138,Single,8,4,Nursing,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,4,4,1,0,0,1,0,0,18,0,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,Graduate
1139,Single,1,1,Veterinary Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,7,1,0,0,1,0,0,20,0,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,Graduate
1140,Single,1,6,Nursing,1,1,1,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,7,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,15.5,2.8,-4.06,Graduate
1142,Single,1,1,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,3,3,1,0,0,1,0,0,20,0,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout
1143,Single,1,1,Basic Education,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,6,0,0,1,1,0,1,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,Graduate
1145,Single,1,2,Social Service (evening attendance),0,1,1,General commerce course,7th Year (Old),1,1,1,0,0,1,0,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,Graduate
1147,Single,16,1,Management (evening attendance),0,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,8,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate
1149,Single,1,1,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,5,0,0,0,1,0,0,18,0,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,12.7,3.7,-1.7,Graduate
1150,Single,1,1,Communication Design,1,1,1,Other—11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,6,0,1,0,1,0,1,18,0,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,8.9,1.4,3.51,Graduate
1151,Single,8,1,Animation and Multimedia Design,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,2,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1154,Single,1,3,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,8,8,1,0,0,1,0,0,19,0,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,10.8,1.4,1.74,Graduate
1156,Single,8,1,Tourism,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,8,1,0,0,0,0,0,19,0,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,10.8,1.4,1.74,Dropout
1157,Single,7,4,Tourism,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,8,1,0,0,1,0,1,21,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
1158,Single,1,2,Journalism and Communication,1,1,14,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,10,8,0,0,0,1,0,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,15.5,2.8,-4.06,Graduate
1159,Single,1,1,Management,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,4,10,1,0,0,1,0,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,Graduate
1160,Single,12,1,Management (evening attendance),0,12,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,0,41,0,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
1162,Single,8,3,Nursing,1,1,1,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,10,6,1,0,0,1,0,0,18,0,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,10.8,1.4,1.74,Graduate
1163,Divorced,12,1,Social Service (evening attendance),0,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,4,5,0,0,0,1,0,1,35,0,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,Graduate
1164,Single,12,1,Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,1,0,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout
1165,Single,12,1,Social Service (evening attendance),0,15,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,6,10,0,0,0,1,0,0,37,0,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate
1166,Married,12,2,Management,1,3,1,Higher Education—degree,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,12.7,3.7,-1.7,Dropout
1167,Single,14,2,Journalism and Communication,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1,1,0,0,0,1,1,0,23,0,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,7.6,2.6,0.32,Graduate
1168,Single,8,2,Journalism and Communication,1,1,1,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,3,8,1,0,0,1,0,1,20,0,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,15.5,2.8,-4.06,Dropout
1169,Single,1,1,Advertising and Marketing Management,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,6,8,0,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate
1170,Single,1,1,Management,1,1,1,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,8,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
1171,Single,8,4,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,4,1,0,0,1,1,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,Graduate
1172,Single,13,1,Informatics Engineering,1,1,1,2nd cycle of the general high school course,Unknown,1,1,0,0,0,1,1,0,18,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
1174,Single,9,1,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,1,1,0,22,0,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate
1175,Single,8,4,Tourism,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,6,6,1,0,0,1,1,0,18,0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
1176,Single,7,2,Social Service,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,7,1,0,0,1,0,0,18,0,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
1177,Single,1,2,Communication Design,1,1,17,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,10,2,1,0,0,1,1,0,21,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
1178,Divorced,12,1,Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,1,1,0,0,38,0,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,Dropout
1179,Single,9,1,Oral Hygiene,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate
1180,Legally Separated,12,1,Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,Dropout
1181,Single,7,1,Veterinary Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,10,10,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,Graduate
1182,Single,1,3,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,6,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
1183,Single,17,1,Veterinary Nursing,1,16,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
1185,Single,1,1,Social Service,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,0,0,0,1,0,1,18,0,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate
1187,Single,8,1,Management,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,8,1,0,0,1,0,0,20,0,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,Dropout
1188,Single,8,1,Tourism,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,6,8,1,0,1,1,0,0,18,0,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate
1189,Single,1,1,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,5,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,Graduate
1190,Single,4,2,Equiniculture,1,3,1,2nd cycle of the general high school course,Unknown,1,1,0,0,0,1,0,0,25,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
1191,Single,1,6,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,5,1,0,0,1,0,0,19,0,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,Graduate
1192,Single,1,1,Animation and Multimedia Design,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,8,8,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
1193,Single,4,1,Tourism,1,15,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,4,7,0,0,0,1,0,0,39,0,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,Graduate
1194,Married,12,1,Agronomy,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,0,29,0,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,Graduate
1196,Single,4,1,Communication Design,1,3,1,General Course of Administration and Commerce,Higher Education—bachelor’s degree,10,4,0,0,0,0,0,0,23,0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
1197,Single,13,1,Basic Education,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,6,6,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout
1198,Single,1,1,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,5,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,Graduate
1199,Single,4,1,Veterinary Nursing,1,15,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,6,1,0,0,1,0,0,23,0,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,Graduate
1200,Single,1,1,Equiniculture,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,5,0,0,0,1,0,0,18,0,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate
1201,Married,12,1,Social Service (evening attendance),0,12,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,5,9,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
1202,Married,12,2,Management,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,10,8,0,0,1,0,0,0,29,0,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,Dropout
1203,Single,1,6,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,32,35,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,Graduate
1204,Single,12,1,Social Service,1,1,1,2nd cycle of the general high school course,Unknown,1,1,1,0,0,0,0,0,28,0,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
1205,Single,4,1,Management,1,3,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,2,10,0,0,0,1,0,0,27,0,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,Graduate
1206,Single,14,2,Nursing,1,1,1,General Course of Administration and Commerce,Unknown,12,1,0,0,1,1,0,0,22,0,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,Graduate
1208,Single,4,1,Social Service (evening attendance),0,3,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,1,6,0,0,0,0,0,0,28,0,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1209,Married,12,1,Agronomy,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,Dropout
1210,Single,14,1,Oral Hygiene,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,0,0,0,32,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,Dropout
1212,Divorced,12,1,Nursing,1,12,1,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,10,5,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,Graduate
1213,Single,1,1,Advertising and Marketing Management,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,1,1,1,0,0,1,0,0,21,0,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,Graduate
1215,Single,1,1,Nursing,1,1,1,Higher Education—degree,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,4,8,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,16.2,0.3,-0.92,Graduate
1216,Single,8,4,Social Service,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,9,1,0,0,1,0,0,18,0,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,Graduate
1217,Single,15,1,Social Service (evening attendance),0,14,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,8,7,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate
1218,Single,1,2,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,11,1,0,0,1,0,0,19,0,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,10.8,1.4,1.74,Graduate
1219,Single,9,2,Management,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,8,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,13.9,-0.3,0.79,Graduate
1220,Single,1,2,Animation and Multimedia Design,1,1,1,Unknown,Secondary Education—12th Year of Schooling or Equivalent,4,5,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
1221,Single,1,1,Nursing,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,10,6,0,0,0,1,0,1,18,0,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,11.1,0.6,2.02,Graduate
1222,Married,12,1,Management (evening attendance),0,12,1,General commerce course,Technological specialization course,6,4,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout
1223,Married,12,1,Social Service (evening attendance),0,12,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,2,6,0,0,1,1,0,1,33,0,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,Graduate
1224,Single,1,3,Nursing,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,8,8,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,Graduate
1225,Single,8,1,Social Service,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,8,8,1,0,0,1,0,1,18,0,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,Graduate
1226,Single,1,1,Management,1,1,1,12th Year of Schooling—not completed,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,4,0,0,0,1,0,0,23,0,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,7.6,2.6,0.32,Graduate
1227,Single,8,1,Social Service,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,8,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Graduate
1228,Single,1,5,Nursing,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,9,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate
1230,Single,1,1,Social Service,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,7,0,0,0,1,0,1,22,0,0,6,10,5,10.714285714285714,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,Graduate
1231,Single,1,1,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,5,1,0,1,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,9.4,-0.8,-3.12,Graduate
1232,Single,4,1,Nursing,1,3,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,11,1,0,0,1,0,0,23,0,1,7,8,6,14.357142857142858,0,1,7,8,6,14.357142857142858,0,7.6,2.6,0.32,Graduate
1233,Single,8,2,Journalism and Communication,1,1,1,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,5,6,1,0,0,1,0,0,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate
1234,Single,8,6,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,2,2,1,0,0,1,0,0,19,0,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,10.8,1.4,1.74,Graduate
1235,Single,12,1,Management (evening attendance),0,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,8,5,0,0,0,1,0,0,26,0,0,5,9,2,12.0,0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout
1236,Single,1,6,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,5,4,1,0,0,1,0,0,18,0,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,Graduate
